representation,x,y,stage,stage_id,subject_id
E2,-41.843658447265625,2.9067506790161133,REM,4,SC433
E2,-5.106932640075684,18.923416137695312,N1,1,SC428
E2,10.414020538330078,-2.992006301879883,N1,1,SC460
E2,1.248101830482483,-22.163734436035156,N2,2,SC425
E2,1.2051583528518677,19.51936912536621,W,0,SC460
E2,14.931509017944336,35.01652526855469,W,0,SC461
E2,20.69863510131836,-17.374786376953125,N3,3,SC451
E2,-9.516263008117676,16.71089744567871,REM,4,SC451
E2,14.342392921447754,-5.98461389541626,N2,2,SC461
E2,26.939783096313477,-3.6391584873199463,N3,3,SC460
E2,5.613430500030518,17.40178680419922,N1,1,SC441
E2,-3.890305995941162,-21.081871032714844,N2,2,SC400
E2,14.105899810791016,23.797077178955078,W,0,SC400
E2,-15.49021053314209,12.501120567321777,N1,1,SC428
E2,-41.18966293334961,6.291537284851074,REM,4,SC460
E2,-20.42304801940918,5.352690696716309,REM,4,SC451
E2,33.20977783203125,-20.853347778320312,N3,3,SC441
E2,-17.99324607849121,2.4883835315704346,REM,4,SC433
E2,-7.871543884277344,5.637015342712402,N1,1,SC428
E2,14.737587928771973,25.999958038330078,W,0,SC441
E2,-37.472900390625,0.006257919128984213,REM,4,SC460
E2,-43.352176666259766,1.7443342208862305,REM,4,SC428
E2,31.798059463500977,-8.80461311340332,N3,3,SC460
E2,-8.160501480102539,-6.872714042663574,N2,2,SC451
E2,10.009598731994629,-21.15569496154785,N2,2,SC428
E2,-32.25569152832031,-1.7439559698104858,REM,4,SC425
E2,-3.1831016540527344,16.658397674560547,N1,1,SC461
E2,30.308290481567383,-8.422453880310059,N3,3,SC461
E2,21.067060470581055,-10.489802360534668,N3,3,SC460
E2,-4.129455089569092,19.2525691986084,W,0,SC433
E2,13.01729965209961,-22.441791534423828,N2,2,SC400
E2,-0.21965312957763672,17.98090934753418,N1,1,SC441
E2,-5.442165374755859,-24.337793350219727,N2,2,SC433
E2,34.067222595214844,-17.432735443115234,N3,3,SC428
E2,-14.057459831237793,11.789271354675293,N1,1,SC428
E2,-10.254745483398438,-6.750120162963867,N1,1,SC428
E2,-19.867700576782227,6.816848278045654,N1,1,SC425
E2,33.43997573852539,-18.261066436767578,N3,3,SC428
E2,-0.5309346318244934,17.215076446533203,W,0,SC460
E2,15.761542320251465,-14.26259708404541,N3,3,SC460
E2,2.3303563594818115,-21.018150329589844,N2,2,SC400
E2,-10.404802322387695,-17.61965560913086,N2,2,SC433
E2,-35.17152404785156,9.632502555847168,REM,4,SC441
E2,15.637195587158203,40.94306564331055,W,0,SC461
E2,2.599485397338867,14.260417938232422,W,0,SC400
E2,-9.2645902633667,8.123133659362793,N1,1,SC461
E2,-32.27492141723633,-3.150019407272339,REM,4,SC400
E2,-7.570828914642334,-21.685022354125977,N2,2,SC428
E2,10.902676582336426,-6.530603408813477,N3,3,SC441
E2,-4.753295421600342,-22.745075225830078,REM,4,SC460
E2,-31.970277786254883,9.469188690185547,REM,4,SC425
E2,-31.433168411254883,11.997231483459473,REM,4,SC441
E2,25.680583953857422,-25.85540199279785,N3,3,SC425
E2,-10.267685890197754,-9.152472496032715,N2,2,SC433
E2,37.8788948059082,-21.03852081298828,N3,3,SC400
E2,39.2009391784668,-19.62531280517578,N3,3,SC428
E2,26.544353485107422,-12.77958869934082,N3,3,SC460
E2,2.169182538986206,-19.471263885498047,N2,2,SC441
E2,2.8975930213928223,-22.978322982788086,N2,2,SC425
E2,26.890357971191406,-11.815128326416016,N3,3,SC460
E2,22.31125831604004,-19.888307571411133,N3,3,SC400
E2,11.35563850402832,-1.83181893825531,N2,2,SC451
E2,-10.772974967956543,-8.728867530822754,N2,2,SC433
E2,-11.516404151916504,13.835200309753418,N1,1,SC433
E2,3.9444339275360107,-21.216947555541992,N2,2,SC425
E2,-4.924388408660889,10.428356170654297,N1,1,SC400
E2,-9.760699272155762,0.28877824544906616,N1,1,SC451
E2,12.402588844299316,-6.6990766525268555,N2,2,SC461
E2,-38.79407501220703,5.670607089996338,REM,4,SC400
E2,28.240652084350586,-20.58797264099121,N3,3,SC400
E2,3.799600839614868,-13.57762622833252,N3,3,SC460
E2,19.56562614440918,32.189029693603516,W,0,SC428
E2,-6.690572738647461,-4.410977363586426,N2,2,SC441
E2,0.062368374317884445,10.377843856811523,N1,1,SC461
E2,23.815454483032227,-15.84589958190918,N3,3,SC460
E2,-2.9771978855133057,-3.732299566268921,N2,2,SC433
E2,-5.903142929077148,-23.705427169799805,N2,2,SC433
E2,25.97129249572754,-24.690610885620117,N3,3,SC441
E2,-18.557035446166992,-0.8235601186752319,N2,2,SC433
E2,-6.089660167694092,-22.40113067626953,N2,2,SC428
E2,-35.982177734375,6.771996974945068,N1,1,SC400
E2,-9.185905456542969,-2.8942067623138428,N2,2,SC451
E2,-2.319178581237793,-1.3412748575210571,W,0,SC441
